Date,Open,High,Low,Close,Volume,Adj Close
2015-02-13,202.899994,205.990005,200.910004,203.770004,6191000,203.770004
2015-02-12,193.570007,203.089996,193.279999,202.880005,15649600,202.880005
2015-02-11,212.210007,214.740005,207.279999,212.800003,9769100,212.800003
2015-02-10,217.550003,220.50,215.00,216.289993,5390500,216.289993
2015-02-09,215.380005,217.929993,211.990005,217.479996,3472400,217.479996
2015-02-06,222.00,223.399994,216.50,217.360001,3243900,217.360001
2015-02-05,219.880005,225.479996,219.639999,220.990005,3522900,220.990005
2015-02-04,218.289993,221.479996,216.800003,218.550003,3305400,218.550003
2015-02-03,213.220001,220.369995,211.270004,218.360001,4826200,218.360001
2015-02-02,203.970001,211.949997,203.300003,210.940002,4149200,210.940002
2015-01-30,203.960007,207.470001,203.00,203.600006,3007000,203.600006
2015-01-29,201.070007,205.979996,196.50,205.199997,3548100,205.199997
2015-01-28,206.110001,206.369995,198.419998,199.369995,3149600,199.369995
2015-01-27,204.419998,208.029999,203.300003,205.979996,2781000,205.979996
2015-01-26,201.830002,208.619995,201.050003,206.550003,3234500,206.550003
2015-01-23,200.289993,203.50,198.330002,201.289993,3438600,201.289993
2015-01-22,197.00,203.240005,195.199997,201.619995,4116900,201.619995
2015-01-21,189.550003,198.679993,189.509995,196.570007,4153000,196.570007
2015-01-20,193.869995,194.119995,187.039993,191.929993,4503200,191.929993
2015-01-16,190.699997,194.490005,189.649994,193.070007,3603200,193.070007
2015-01-15,194.490005,195.75,190.00,191.869995,5216500,191.869995
2015-01-14,185.830002,195.199997,185.00,192.690002,11513900,192.690002
2015-01-13,203.320007,207.610001,200.910004,204.25,4477300,204.25
2015-01-12,203.050003,204.470001,199.25,202.210007,5950300,202.210007
2015-01-09,208.919998,209.979996,204.960007,206.660004,4668300,206.660004
2015-01-08,212.809998,213.800003,210.009995,210.619995,3442500,210.619995
2015-01-07,213.350006,214.779999,209.779999,210.949997,2968400,210.949997
2015-01-06,210.059998,214.199997,204.210007,211.279999,6261900,211.279999
2015-01-05,214.550003,216.50,207.160004,210.089996,5368500,210.089996
2015-01-02,222.869995,223.25,213.259995,219.309998,4764400,219.309998
2014-12-31,223.089996,225.679993,222.25,222.410004,2297500,222.410004
2014-12-30,223.990005,225.649994,221.399994,222.229996,2903200,222.229996
2014-12-29,226.899994,227.910004,224.020004,225.710007,2802500,225.710007
2014-12-26,221.509995,228.50,221.50,227.820007,3327000,227.820007
2014-12-24,219.770004,222.50,219.25,222.259995,1332200,222.259995
2014-12-23,223.809998,224.320007,219.520004,220.970001,4505700,220.970001
2014-12-22,220.00,224.059998,218.259995,222.600006,4799400,222.600006
2014-12-19,220.190002,220.399994,214.50,219.289993,6910500,219.289993
2014-12-18,212.380005,218.440002,211.800003,218.259995,7483300,218.259995
2014-12-17,193.059998,206.649994,192.649994,205.820007,7367800,205.820007
2014-12-16,200.889999,203.679993,195.369995,197.809998,8426100,197.809998
2014-12-15,209.289993,209.800003,202.669998,204.039993,5218300,204.039993
2014-12-12,204.820007,211.679993,204.50,207.00,7173800,207.00
2014-12-11,210.529999,215.429993,208.229996,208.880005,6694400,208.880005
2014-12-10,214.130005,216.770004,207.699997,209.839996,7314100,209.839996
2014-12-09,209.339996,217.729996,204.270004,216.889999,9431500,216.889999
2014-12-08,221.539993,224.860001,212.339996,214.360001,9225600,214.360001
2014-12-05,228.669998,229.389999,222.259995,223.710007,6063600,223.710007
2014-12-04,228.600006,230.899994,227.809998,228.279999,3855600,228.279999
2014-12-03,226.25,229.720001,225.50,229.300003,5307700,229.300003
2014-12-02,234.570007,234.880005,228.00,231.429993,5887000,231.429993
2014-12-01,241.160004,242.470001,229.009995,231.639999,8619400,231.639999
2014-11-28,245.350006,246.690002,242.520004,244.520004,2119700,244.520004
2014-11-26,248.339996,249.00,246.600006,248.440002,1981200,248.440002
2014-11-25,247.350006,249.720001,246.089996,248.089996,3159800,248.089996
2014-11-24,245.199997,247.600006,240.639999,246.720001,4789700,246.720001
2014-11-21,252.210007,252.779999,242.169998,242.779999,7485100,242.779999
2014-11-20,247.949997,250.929993,246.00,248.710007,3587200,248.710007
2014-11-19,250.610001,251.880005,245.600006,247.740005,7918500,247.740005
2014-11-18,255.860001,259.98999,255.509995,257.700012,4473000,257.700012
2014-11-17,257.48999,259.00,252.020004,253.979996,4025700,253.979996
2014-11-14,250.00,258.850006,248.50,258.679993,6101100,258.679993
2014-11-13,250.619995,255.75,250.25,251.699997,6236000,251.699997
2014-11-12,249.720001,252.339996,245.580002,249.100006,5870800,249.100006
2014-11-11,242.550003,251.820007,242.00,251.080002,7948800,251.080002
2014-11-10,239.110001,242.880005,236.800003,241.929993,4577200,241.929993
2014-11-07,242.190002,242.839996,237.199997,240.199997,5161000,240.199997
2014-11-06,234.490005,246.690002,228.50,241.220001,15354700,241.220001
2014-11-05,241.00,241.360001,230.529999,230.970001,9045900,230.970001
2014-11-04,240.490005,242.350006,236.529999,238.929993,3682600,238.929993
2014-11-03,243.00,247.559998,241.320007,242.589996,4203800,242.589996
2014-10-31,242.509995,243.119995,238.75,241.699997,3775300,241.699997
2014-10-30,238.139999,240.50,235.059998,238.660004,3228400,238.660004
2014-10-29,241.130005,241.50,235.639999,238.100006,4962500,238.100006
2014-10-28,229.600006,244.600006,228.25,242.770004,10516300,242.770004
2014-10-27,234.25,234.610001,220.309998,221.669998,9553300,221.669998
2014-10-24,236.270004,237.800003,231.199997,235.240005,3463300,235.240005
2014-10-23,234.660004,236.279999,232.00,235.289993,3492400,235.289993
2014-10-22,233.190002,237.389999,230.559998,231.100006,4116600,231.100006
2014-10-21,234.270004,235.389999,230.800003,235.339996,4130300,235.339996
2014-10-20,226.720001,232.399994,225.509995,230.470001,3494400,230.470001
2014-10-17,233.380005,234.770004,226.550003,227.479996,10549400,227.479996
2014-10-16,219.720001,229.919998,219.100006,226.350006,5399300,226.350006
2014-10-15,220.00,230.990005,217.320007,229.699997,9147300,229.699997
2014-10-14,228.25,232.470001,223.00,227.059998,7105300,227.059998
2014-10-13,238.570007,238.960007,221.00,224.589996,11268700,224.589996
2014-10-10,244.639999,245.889999,235.199997,236.910004,12888300,236.910004
2014-10-09,262.25,265.540009,254.399994,257.01001,7361300,257.01001
2014-10-08,260.100006,262.880005,252.639999,259.279999,5055100,259.279999
2014-10-07,258.529999,261.459991,255.729996,259.570007,4485500,259.570007
2014-10-06,259.130005,262.48999,257.799988,260.619995,7713300,260.619995
2014-10-03,253.059998,256.50,251.029999,255.210007,5406300,255.210007
2014-10-02,250.199997,252.789993,245.360001,251.419998,8998200,251.419998
2014-10-01,242.199997,242.660004,235.649994,240.240005,5941700,240.240005
2014-09-30,246.919998,247.649994,240.119995,242.679993,4238300,242.679993
2014-09-29,244.00,248.639999,241.380005,245.259995,4852700,245.259995
2014-09-26,248.25,249.729996,246.070007,246.600006,3795400,246.600006
2014-09-25,252.520004,254.960007,246.100006,246.949997,4834200,246.949997
2014-09-24,251.119995,252.839996,247.039993,252.139999,3749500,252.139999
2014-09-23,245.220001,253.800003,245.00,250.410004,5658700,250.410004
2014-09-22,255.00,256.019989,244.710007,250.029999,8214100,250.029999
2014-09-19,257.98999,261.429993,255.270004,259.320007,6810900,259.320007
2014-09-18,263.359985,265.600006,262.320007,263.820007,3692600,263.820007
2014-09-17,262.410004,264.700012,259.50,261.380005,5177700,261.380005
2014-09-16,255.149994,262.459991,252.419998,260.73999,8300100,260.73999
2014-09-15,274.369995,274.399994,249.130005,253.860001,16455400,253.860001
2014-09-12,280.50,282.390015,277.00,279.200012,3324600,279.200012
2014-09-11,280.459991,284.790009,278.630005,280.309998,3766100,280.309998
2014-09-10,279.50,281.410004,273.660004,281.100006,3781300,281.100006
2014-09-09,282.98999,285.48999,277.00,278.480011,4558800,278.480011
2014-09-08,277.619995,284.880005,277.519989,282.109985,5501600,282.109985
2014-09-05,282.549988,282.899994,272.51001,277.390015,11169900,277.390015
2014-09-04,284.01001,291.420013,280.399994,286.040009,8341700,286.040009
2014-09-03,287.670013,288.00,280.100006,281.190002,6772300,281.190002
2014-09-02,275.50,284.890015,274.299988,284.119995,9852400,284.119995
2014-08-29,268.700012,272.00,267.51001,269.700012,6447100,269.700012
2014-08-28,261.890015,264.480011,261.640015,263.859985,2844900,263.859985
2014-08-27,263.50,264.23999,260.290009,263.25,2985100,263.25
2014-08-26,264.980011,265.50,261.660004,261.73999,3818000,261.73999
2014-08-25,258.190002,263.679993,258.190002,262.549988,4318100,262.549988
2014-08-22,254.539993,256.950012,252.610001,256.779999,2833400,256.779999
2014-08-21,256.519989,258.799988,253.259995,254.339996,2915600,254.339996
2014-08-20,254.669998,258.73999,253.00,255.710007,3027900,255.710007
2014-08-19,258.869995,259.329987,251.619995,256.76001,5334800,256.76001
2014-08-18,263.25,267.26001,259.75,259.940002,5849200,259.940002
2014-08-15,261.480011,262.089996,258.50,262.01001,3867900,262.01001
2014-08-14,262.48999,263.00,256.50,261.380005,4126600,261.380005
2014-08-13,262.01001,265.640015,259.609985,260.309998,6932600,260.309998
2014-08-12,258.079987,260.299988,254.580002,259.959991,6382300,259.959991
2014-08-11,255.479996,263.73999,255.00,259.320007,8101300,259.320007
2014-08-08,251.160004,251.759995,246.50,248.130005,5090100,248.130005
2014-08-07,250.119995,256.690002,249.119995,252.389999,7478900,252.389999
2014-08-06,238.899994,251.419998,238.580002,248.929993,9249300,248.929993
2014-08-05,237.470001,242.990005,235.690002,238.490005,5388600,238.490005
2014-08-04,234.380005,240.50,233.270004,238.520004,5959700,238.520004
2014-08-01,226.089996,237.50,226.00,233.270004,11895800,233.270004
2014-07-31,229.259995,231.399994,221.50,223.300003,7749100,223.300003
2014-07-30,221.919998,229.600006,221.039993,228.919998,4927800,228.919998
2014-07-29,226.610001,228.300003,224.860001,225.009995,3382400,225.009995
2014-07-28,224.25,232.00,221.399994,224.820007,6514300,224.820007
2014-07-25,222.720001,226.970001,221.75,223.570007,3087100,223.570007
2014-07-24,223.25,225.100006,220.800003,223.539993,3245500,223.539993
2014-07-23,220.009995,224.75,219.429993,222.490005,3083300,222.490005
2014-07-22,222.190002,223.300003,219.110001,219.580002,2730000,219.580002
2014-07-21,217.25,223.210007,216.720001,220.539993,3822200,220.539993
2014-07-18,215.949997,221.210007,215.929993,220.020004,4253700,220.020004
2014-07-17,216.160004,220.550003,213.600006,215.399994,4649400,215.399994
2014-07-16,221.820007,224.800003,216.820007,217.160004,4044500,217.160004
2014-07-15,226.729996,227.649994,218.100006,219.580002,5718500,219.580002
2014-07-14,219.990005,228.789993,215.449997,226.699997,7203200,226.699997
2014-07-11,220.610001,221.600006,217.600006,218.130005,3302300,218.130005
2014-07-10,217.179993,222.220001,216.039993,219.460007,4863900,219.460007
2014-07-09,221.270004,224.220001,219.210007,223.059998,4115400,223.059998
2014-07-08,218.649994,220.960007,214.270004,219.070007,7836200,219.070007
2014-07-07,227.50,229.779999,220.399994,222.660004,5893700,222.660004
2014-07-03,231.289993,231.899994,224.00,229.25,5166700,229.25
2014-07-02,240.660004,242.330002,227.070007,229.429993,8027400,229.429993
2014-07-01,242.460007,243.440002,238.699997,239.720001,4336100,239.720001
2014-06-30,239.550003,244.490005,239.00,240.059998,4828600,240.059998
2014-06-27,234.690002,240.00,234.50,239.059998,5635000,239.059998
2014-06-26,237.169998,240.399994,234.210007,235.600006,5121400,235.600006
2014-06-25,233.050003,237.550003,230.240005,236.889999,5801600,236.889999
2014-06-24,238.970001,241.880005,231.630005,232.50,8075900,232.50
2014-06-23,229.509995,238.990005,228.220001,237.220001,7791100,237.220001
2014-06-20,228.520004,231.289993,226.199997,229.589996,4903900,229.589996
2014-06-19,228.880005,235.309998,227.00,227.789993,8793100,227.789993
2014-06-18,231.50,231.710007,226.119995,227.119995,6940200,227.119995
2014-06-17,224.110001,235.539993,222.850006,231.669998,13304900,231.669998
2014-06-16,206.759995,225.490005,206.259995,224.610001,13246400,224.610001
2014-06-13,204.779999,206.789993,201.580002,206.419998,3544300,206.419998
2014-06-12,205.100006,209.880005,202.710007,203.520004,5993700,203.520004
2014-06-11,201.50,205.00,199.25,204.470001,3977500,204.470001
2014-06-10,204.429993,206.970001,201.550003,202.300003,3514700,202.300003
2014-06-09,207.949997,209.990005,204.199997,205.309998,2805700,205.309998
2014-06-06,209.75,210.809998,207.179993,208.169998,3073800,208.169998
2014-06-05,204.470001,209.199997,204.050003,206.899994,4054600,206.899994
2014-06-04,204.350006,206.259995,200.399994,203.990005,3427400,203.990005
2014-06-03,203.490005,208.00,202.589996,204.940002,3860800,204.940002
2014-06-02,207.330002,209.350006,201.669998,204.699997,4668100,204.699997
2014-05-30,210.300003,214.800003,207.020004,207.770004,5581100,207.770004
2014-05-29,210.570007,212.490005,207.720001,210.240005,3692500,210.240005
2014-05-28,210.020004,212.770004,205.259995,210.240005,5495100,210.240005
2014-05-27,208.520004,213.869995,207.699997,211.559998,5341100,211.559998
2014-05-23,204.529999,207.759995,202.50,207.300003,4006800,207.300003
2014-05-22,200.350006,206.880005,199.559998,204.880005,6214500,204.880005
2014-05-21,196.179993,199.869995,194.789993,199.449997,5285400,199.449997
2014-05-20,196.940002,199.330002,193.070007,195.300003,5546100,195.300003
2014-05-19,190.720001,196.889999,190.00,196.089996,4571700,196.089996
2014-05-16,188.949997,192.039993,187.720001,191.559998,4487700,191.559998
2014-05-15,189.979996,192.660004,185.300003,188.589996,6040400,188.589996
2014-05-14,188.949997,193.479996,187.100006,190.619995,5406700,190.619995
2014-05-13,183.759995,191.339996,183.00,190.160004,7097200,190.160004
2014-05-12,183.869995,187.190002,179.880005,184.669998,7002300,184.669998
2014-05-09,179.860001,183.399994,177.220001,182.259995,8495200,182.259995
2014-05-08,182.00,194.399994,178.00,178.589996,20056600,178.589996
2014-05-07,209.639999,210.199997,197.25,201.350006,10179300,201.350006
2014-05-06,216.600006,218.660004,206.850006,207.279999,5636700,207.279999
2014-05-05,209.479996,217.690002,208.520004,216.610001,5147000,216.610001
2014-05-02,208.600006,211.360001,206.520004,210.910004,4086800,210.910004
2014-05-01,207.080002,214.020004,205.690002,207.729996,5439900,207.729996
2014-04-30,203.600006,208.160004,201.279999,207.889999,4440600,207.889999
2014-04-29,198.210007,207.149994,195.529999,206.919998,5779100,206.919998
2014-04-28,200.00,203.789993,190.50,198.509995,7042000,198.509995
2014-04-25,202.00,206.699997,197.649994,199.850006,6996700,199.850006
2014-04-24,210.809998,212.800003,203.199997,207.860001,5495200,207.860001
2014-04-23,216.330002,216.740005,207.00,207.990005,7295600,207.990005
2014-04-22,206.360001,219.330002,205.009995,218.639999,9804700,218.639999
2014-04-21,197.080002,206.199997,194.00,204.380005,5258200,204.380005
2014-04-17,199.610001,202.289993,194.080002,198.119995,5926800,198.119995
2014-04-16,197.00,199.990005,190.820007,199.110001,7202200,199.110001
2014-04-15,199.089996,199.289993,184.320007,193.910004,13659300,193.910004
2014-04-14,207.600006,208.440002,194.410004,198.089996,7703000,198.089996
2014-04-11,200.610001,207.00,198.600006,203.779999,9067200,203.779999
2014-04-10,216.820007,217.50,203.789993,204.190002,7211500,204.190002
2014-04-09,216.759995,218.449997,210.889999,216.929993,5157900,216.929993
2014-04-08,210.050003,216.490005,206.419998,215.460007,6889300,215.460007
2014-04-07,205.809998,216.199997,203.509995,207.520004,9855500,207.520004
2014-04-04,226.009995,228.270004,211.25,212.229996,11345600,212.229996
2014-04-03,230.300003,235.729996,222.00,225.399994,10923700,225.399994
2014-04-02,220.00,230.889999,218.050003,230.289993,10782300,230.289993
2014-04-01,209.020004,218.160004,208.580002,216.970001,7371400,216.970001
2014-03-31,216.50,216.75,206.389999,208.449997,8380000,208.449997
2014-03-28,212.800003,216.720001,210.270004,212.369995,9684800,212.369995
2014-03-27,212.369995,213.600006,203.00,207.320007,9495700,207.320007
2014-03-26,221.949997,222.600006,211.350006,212.960007,6907300,212.960007
2014-03-25,224.139999,227.050003,217.899994,220.440002,7865400,220.440002
2014-03-24,229.75,229.899994,210.270004,220.169998,11328800,220.169998
2014-03-21,236.020004,236.199997,227.50,228.889999,8216900,228.889999
2014-03-20,236.160004,239.25,233.360001,234.910004,3817900,234.910004
2014-03-19,241.389999,241.550003,233.509995,235.839996,5071300,235.839996
2014-03-18,236.949997,241.50,235.020004,240.039993,6242300,240.039993
2014-03-17,234.949997,237.929993,230.50,233.979996,5912600,233.979996
2014-03-14,235.289993,236.940002,228.320007,230.970001,8289700,230.970001
2014-03-13,243.789993,244.190002,234.00,237.789993,6236300,237.789993
2014-03-12,231.50,247.50,231.110001,241.490005,9754400,241.490005
2014-03-11,236.50,244.600006,232.429993,234.410004,8810100,234.410004
2014-03-10,242.699997,243.00,236.059998,238.839996,7728100,238.839996
2014-03-07,252.940002,254.850006,244.410004,246.210007,7812300,246.210007
2014-03-06,254.139999,257.50,249.449997,252.940002,7361100,252.940002
2014-03-05,256.720001,256.98999,251.800003,252.660004,5935700,252.660004
2014-03-04,258.480011,260.00,252.830002,254.839996,8745600,254.839996
2014-03-03,237.259995,251.649994,234.990005,250.559998,13089300,250.559998
2014-02-28,249.649994,252.679993,242.550003,244.809998,14589800,244.809998
2014-02-27,261.25,261.899994,248.330002,252.539993,17945800,252.539993
2014-02-26,258.579987,265.00,247.50,253.00,24604600,253.00
2014-02-25,230.00,259.200012,228.449997,248.00,32681700,248.00
2014-02-24,208.759995,218.360001,208.320007,217.649994,8278400,217.649994
2014-02-21,211.639999,213.979996,209.190002,209.600006,7818800,209.600006
2014-02-20,215.009995,215.210007,206.270004,209.970001,18002300,209.970001
2014-02-19,203.699997,203.699997,193.410004,193.639999,16169000,193.639999
2014-02-18,205.240005,206.00,201.360001,203.699997,9332800,203.699997
2014-02-14,198.100006,201.880005,197.00,198.229996,6158000,198.229996
2014-02-13,193.339996,202.720001,193.25,199.630005,8029300,199.630005
2014-02-12,195.779999,198.270004,194.320007,195.320007,5173700,195.320007
2014-02-11,198.970001,202.199997,192.699997,196.619995,10709900,196.619995
2014-02-10,189.339996,199.300003,189.320007,196.559998,12970700,196.559998
2014-02-07,181.009995,186.630005,179.600006,186.529999,8928500,186.529999
2014-02-06,176.300003,180.110001,176.00,178.380005,5841600,178.380005
2014-02-05,178.300003,180.589996,169.360001,174.419998,7268000,174.419998
2014-02-04,180.699997,181.600006,176.199997,178.729996,4686300,178.729996
2014-02-03,182.889999,184.880005,175.160004,177.110001,6764900,177.110001
2014-01-31,178.850006,186.00,178.509995,181.410004,6508800,181.410004
2014-01-30,178.00,184.779999,177.009995,182.839996,8565000,182.839996
2014-01-29,175.300003,179.089996,173.130005,175.229996,5935500,175.229996
2014-01-28,171.50,178.979996,171.00,178.380005,6093400,178.380005
2014-01-27,175.160004,177.919998,164.710007,169.619995,8716400,169.619995
2014-01-24,177.850006,180.479996,173.529999,174.600006,7664300,174.600006
2014-01-23,177.229996,182.380005,173.419998,181.50,7867400,181.50
2014-01-22,177.809998,180.320007,174.759995,178.559998,7022600,178.559998
2014-01-21,171.240005,177.289993,170.809998,176.679993,9734700,176.679993
2014-01-17,170.190002,173.199997,167.949997,170.009995,9206200,170.009995
2014-01-16,162.50,172.699997,162.399994,170.970001,11959400,170.970001
2014-01-15,168.449997,172.229996,162.100006,164.130005,20465600,164.130005
2014-01-14,140.50,162.00,136.669998,161.270004,27607000,161.270004
2014-01-13,145.779999,147.00,137.820007,139.339996,6316100,139.339996
2014-01-10,148.460007,148.899994,142.25,145.720001,7446100,145.720001
2014-01-09,152.50,153.429993,146.850006,147.529999,5382000,147.529999
2014-01-08,148.850006,153.699997,148.759995,151.279999,6163200,151.279999
2014-01-07,147.619995,150.399994,145.25,149.360001,5034100,149.360001
2014-01-06,150.00,150.399994,145.240005,147.00,5361100,147.00
2014-01-03,150.00,152.190002,148.600006,149.559998,4695000,149.559998
2014-01-02,149.800003,152.479996,146.550003,150.100006,6188400,150.100006
2013-12-31,152.320007,153.199997,148.660004,150.429993,4262400,150.429993
2013-12-30,151.119995,154.809998,150.75,152.440002,4467500,152.440002
2013-12-27,155.300003,155.50,150.800003,151.119995,5460200,151.119995
2013-12-26,155.039993,158.00,154.289993,155.50,7129500,155.50
2013-12-24,150.00,154.970001,149.820007,151.410004,9941500,151.410004
2013-12-23,144.850006,146.240005,142.600006,143.550003,5385500,143.550003
2013-12-20,141.580002,144.350006,141.580002,143.240005,7412600,143.240005
2013-12-19,146.899994,147.00,139.100006,140.720001,12740000,140.720001
2013-12-18,152.240005,154.899994,145.949997,147.979996,11581900,147.979996
2013-12-17,147.580002,154.630005,146.320007,152.460007,10495000,152.460007
2013-12-16,148.479996,150.429993,146.100006,147.940002,6675300,147.940002
2013-12-13,148.050003,151.800003,147.320007,147.649994,10591900,147.649994
2013-12-12,139.699997,148.240005,138.529999,147.470001,10767800,147.470001
2013-12-11,141.880005,143.050003,139.490005,139.649994,7137800,139.649994
2013-12-10,140.050003,145.869995,139.860001,142.190002,10748200,142.190002
2013-12-09,137.00,141.699997,134.210007,141.600006,9061500,141.600006
2013-12-06,141.509995,142.490005,136.300003,137.360001,7909600,137.360001
2013-12-05,140.149994,143.350006,139.50,140.479996,9288400,140.479996
2013-12-04,144.320007,144.429993,137.130005,138.949997,13147700,138.949997
2013-12-03,132.679993,144.940002,131.589996,144.699997,25682400,144.699997
2013-12-02,126.349998,128.550003,123.93,124.169998,7751200,124.169998
2013-11-29,129.770004,130.589996,126.980003,127.279999,9716200,127.279999
2013-11-27,121.309998,126.949997,119.519997,126.940002,12367600,126.940002
2013-11-26,119.379997,122.720001,116.099998,120.50,13885500,120.50
2013-11-25,124.50,125.839996,120.300003,120.839996,10267300,120.839996
2013-11-22,121.580002,122.75,117.93,121.379997,11096700,121.379997
2013-11-21,122.889999,124.790001,120.25,122.099998,11903800,122.099998
2013-11-20,126.080002,127.449997,119.059998,121.110001,13849600,121.110001
2013-11-19,119.43,129.00,119.220001,126.089996,19816200,126.089996
2013-11-18,135.270004,135.449997,119.610001,121.580002,23138200,121.580002
2013-11-15,136.850006,137.949997,134.350006,135.449997,9900200,135.449997
2013-11-14,138.919998,140.399994,134.110001,137.600006,12203700,137.600006
2013-11-13,140.839996,142.369995,136.339996,138.699997,12658300,138.699997
2013-11-12,144.690002,144.699997,136.179993,137.800003,14985200,137.800003
2013-11-11,141.00,145.419998,137.100006,144.699997,13997600,144.699997
2013-11-08,136.479996,140.600006,132.320007,137.949997,22477900,137.949997
2013-11-07,144.190002,145.649994,137.619995,139.770004,22284700,139.770004
2013-11-06,154.809998,160.729996,146.350006,151.160004,31071700,151.160004
2013-11-05,180.00,181.429993,171.360001,176.809998,22467100,176.809998
2013-11-04,165.00,175.389999,164.220001,175.199997,13120400,175.199997
2013-11-01,163.00,165.899994,160.410004,162.169998,7180600,162.169998
2013-10-31,155.669998,162.440002,153.300003,159.940002,9333800,159.940002
2013-10-30,164.630005,167.679993,158.169998,159.220001,8401800,159.220001
2013-10-29,162.759995,165.449997,153.00,164.470001,14111700,164.470001
2013-10-28,170.179993,170.50,162.199997,162.860001,7841700,162.860001
2013-10-25,174.210007,174.50,166.800003,169.660004,7595500,169.660004
2013-10-24,165.00,174.50,162.830002,173.149994,10825700,173.149994
2013-10-23,168.910004,171.809998,160.149994,164.50,13320400,164.50
2013-10-22,170.50,177.779999,166.110001,171.539993,11386700,171.539993
2013-10-21,183.279999,183.389999,171.00,172.600006,11532100,172.600006
2013-10-18,184.149994,185.960007,182.520004,183.399994,5930800,183.399994
2013-10-17,183.539993,184.800003,180.990005,182.800003,6705000,182.800003
2013-10-16,184.899994,187.300003,182.089996,183.559998,8205400,183.559998
2013-10-15,185.279999,188.789993,183.179993,183.940002,10978500,183.940002
2013-10-14,175.00,182.50,174.149994,179.720001,7769600,179.720001
2013-10-11,172.75,179.289993,171.199997,178.699997,8311100,178.699997
2013-10-10,173.089996,175.75,169.690002,172.929993,8883900,172.929993
2013-10-09,174.729996,174.990005,161.50,168.779999,15316500,168.779999
2013-10-08,184.399994,185.929993,173.210007,174.729996,13757200,174.729996
2013-10-07,182.460007,186.729996,180.259995,183.070007,11485600,183.070007
2013-10-04,176.399994,181.179993,172.649994,180.979996,14414000,180.979996
2013-10-03,175.050003,179.690002,168.00,173.309998,23816500,173.309998
2013-10-02,188.589996,191.830002,175.399994,180.949997,20775400,180.949997
2013-10-01,193.960007,194.229996,188.369995,193.00,7755900,193.00
2013-09-30,189.00,194.50,188.00,193.369995,8924700,193.369995
2013-09-27,187.520004,191.279999,186.429993,190.899994,5916400,190.899994
2013-09-26,186.699997,189.679993,185.610001,188.639999,6614400,188.639999
2013-09-25,183.559998,186.300003,180.50,185.240005,8252700,185.240005
2013-09-24,179.139999,184.960007,177.649994,182.330002,6273400,182.330002
2013-09-23,184.479996,185.479996,177.110001,181.110001,8173400,181.110001
2013-09-20,178.899994,185.830002,178.559998,183.389999,13401700,183.389999
2013-09-19,170.800003,180.470001,169.080002,177.919998,15594600,177.919998
2013-09-18,167.070007,167.449997,164.199997,166.220001,5439700,166.220001
2013-09-17,165.080002,168.419998,163.360001,166.229996,5496900,166.229996
2013-09-16,168.00,170.850006,165.850006,166.580002,7574900,166.580002
2013-09-13,162.770004,166.369995,162.160004,165.539993,5401200,165.539993
2013-09-12,164.00,166.759995,160.509995,164.929993,6160000,164.929993
2013-09-11,166.410004,167.899994,162.130005,163.520004,5832500,163.520004
2013-09-10,161.449997,167.50,160.630005,166.369995,8967800,166.369995
2013-09-09,163.119995,164.50,158.509995,160.699997,14344500,160.699997
2013-09-06,168.570007,169.699997,165.149994,166.970001,8619700,166.970001
2013-09-05,170.100006,171.50,168.25,169.929993,6685300,169.929993
2013-09-04,169.770004,171.619995,165.559998,170.619995,11475700,170.619995
2013-09-03,173.399994,173.699997,166.399994,168.940002,12061100,168.940002
2013-08-30,166.369995,169.210007,163.960007,169.00,11028400,169.00
2013-08-29,164.220001,167.75,162.509995,166.059998,9436000,166.059998
2013-08-28,169.059998,171.50,163.25,166.449997,14740100,166.449997
2013-08-27,162.300003,168.800003,160.949997,167.009995,17566900,167.009995
2013-08-26,165.149994,173.00,160.25,164.220001,24171100,164.220001
2013-08-23,157.00,162.300003,155.00,161.839996,12931900,161.839996
2013-08-22,149.220001,157.479996,148.139999,157.100006,10592400,157.100006
2013-08-21,150.00,150.309998,146.25,147.860001,6266300,147.860001
2013-08-20,148.649994,149.779999,147.00,149.580002,6418200,149.580002
2013-08-19,143.429993,147.380005,142.830002,144.899994,8037700,144.899994
2013-08-16,141.630005,143.910004,140.970001,142.00,7108100,142.00
2013-08-15,136.429993,143.600006,135.00,139.669998,10179200,139.669998
2013-08-14,142.720001,144.839996,138.050003,139.360001,11693800,139.360001
2013-08-13,149.50,149.839996,144.449997,145.429993,8748900,145.429993
2013-08-12,149.429993,150.50,142.050003,147.380005,14912200,147.380005
2013-08-09,152.399994,155.949997,151.25,153.00,8927700,153.00
2013-08-08,154.350006,158.880005,150.460007,153.479996,27246800,153.479996
2013-08-07,141.889999,141.949997,132.360001,134.229996,18212200,134.229996
2013-08-06,144.75,145.729996,141.100006,142.149994,9254500,142.149994
2013-08-05,140.009995,144.889999,139.649994,144.679993,10200700,144.679993
2013-08-02,134.589996,138.25,133.610001,138.00,6269900,138.00
2013-08-01,135.00,136.520004,132.630005,135.550003,5323600,135.550003
2013-07-31,132.570007,134.970001,131.449997,134.279999,6351700,134.279999
2013-07-30,134.800003,137.490005,128.179993,131.740005,13127000,131.740005
2013-07-29,129.320007,135.369995,128.25,134.619995,9678900,134.619995
2013-07-26,128.139999,130.679993,126.610001,129.389999,9633100,129.389999
2013-07-25,120.400002,124.75,120.190002,124.07,5284300,124.07
2013-07-24,124.470001,124.50,119.559998,121.699997,6869000,121.699997
2013-07-23,124.00,125.559998,121.82,122.739998,7736400,122.739998
